Date,Course Category,Course Name,Course Price,Instructor Cost,Refund Amount,Leads_Clean,Enrollments_clean,Marketing_spend
3/29/2024,Marketing,Digital Marketing,5999,26911,0,,,
5/6/2024,Unknown,Sql Bootcamp,7999,,0,,111,
4/12/2023,Unknown,Financial Modeling,,42874,8859,,,
2/23/2024,Finance,Equity Research,9999,,0,510,29,136616
4/6/2024,Unknown,Power Bi Mastery,7999,61508,5027,,91,
10/29/2023,Unknown,Data Analytics,5999,,0,117,,55686
11/18/2024,Marketing,Brand Strategy,7999,62324,42569,,53,169507
8/29/2024,Finance,Equity Research,7999,,0,,111,
2/14/2023,Finance,Corporate Finance,11999,,0,,,
3/4/2023,Marketing,Digital Marketing,5999,,0,241,,168712
2/3/2023,Data,Sql Bootcamp,7999,,0,139,,
3/28/2023,Unknown,Corporate Finance,5999,,0,,,
5/19/2024,Unknown,Power Bi Mastery,6999,,0,168,,
1/4/2024,Finance,Financial Modeling,11999,83846,33937,,116,15339
8/31/2023,Unknown,Sql Bootcamp,5999,,0,,,
10/22/2024,Data,Power Bi Mastery,9999,,0,,39,
12/16/2024,Marketing,Digital Marketing,7999,4364,0,,31,
9/5/2023,Finance,Corporate Finance,6999,25253,39810,,96,
1/4/2023,Marketing,Performance Marketing,11999,,0,,,
12/11/2024,Marketing,Performance Marketing,9999,,25454,535,75,
1/29/2024,Finance,Equity Research,6999,9438,22591,,89,
11/28/2024,Unknown,Power Bi Mastery,6999,,0,,,
2/25/2023,Finance,Financial Modeling,6999,,0,638,109,94213
2/15/2023,Finance,Equity Research,7999,41127,3005,,,
9/4/2024,Marketing,Digital Marketing,6999,80496,0,613,,
8/27/2023,Finance,Equity Research,,,46829,,,
9/24/2024,Unknown,Corporate Finance,7999,,0,,,
4/6/2023,Unknown,Performance Marketing,7999,,44679,,117,13247
1/5/2023,Data,Sql Bootcamp,5999,,0,,67,
8/6/2023,Unknown,Power Bi Mastery,9999,,44139,,108,
6/26/2024,Unknown,Corporate Finance,11999,,0,39,1,
9/29/2023,Unknown,Equity Research,6999,,23688,,,
10/28/2024,Unknown,Equity Research,9999,,0,760,43,
2/21/2023,Finance,Equity Research,6999,81103,0,,,
7/12/2023,Unknown,Digital Marketing,7999,,0,,,
11/4/2024,Finance,Corporate Finance,5999,,33577,661,120,
4/7/2023,Finance,Corporate Finance,11999,82469,0,555,80,
11/22/2023,Unknown,Power Bi Mastery,7999,68804,0,517,46,
1/5/2024,Data,Sql Bootcamp,,,0,,55,
6/7/2023,Unknown,Sql Bootcamp,6999,,20699,,89,145091
1/23/2023,Unknown,Sql Bootcamp,9999,,0,782,,
11/16/2023,Unknown,Sql Bootcamp,9999,,43300,94,,
8/17/2023,Finance,Corporate Finance,7999,,0,,,
1/24/2023,Marketing,Brand Strategy,7999,,6501,,24,
11/27/2023,Unknown,Performance Marketing,9999,,0,,117,135974
2/18/2024,Unknown,Corporate Finance,7999,,0,,39,128730
3/26/2023,Unknown,Equity Research,7999,74325,0,,111,
5/31/2024,Unknown,Sql Bootcamp,6999,,0,778,,
11/27/2023,Unknown,Data Analytics,11999,22981,0,,,97540
11/13/2023,Unknown,Data Analytics,5999,,0,,35,
3/13/2023,Data,Data Analytics,,35252,0,,44,
1/8/2024,Finance,Equity Research,11999,,26709,,81,
12/31/2023,Unknown,Financial Modeling,9999,,0,373,29,
9/9/2023,Data,Sql Bootcamp,11999,,15528,,49,
8/31/2024,Finance,Equity Research,11999,64777,0,,53,
10/31/2023,Unknown,Financial Modeling,9999,,21841,,,
5/27/2023,Unknown,Power Bi Mastery,7999,,0,,33,
4/4/2023,Finance,Equity Research,9999,,0,,,
9/25/2023,Finance,Equity Research,6999,70214,0,591,117,
2/5/2023,Unknown,Equity Research,7999,60081,0,292,38,
9/29/2024,Finance,Corporate Finance,6999,,5684,,110,
12/8/2024,Unknown,Digital Marketing,7999,,28369,,,
10/29/2023,Unknown,Sql Bootcamp,6999,,0,,,
7/22/2024,Data,Data Analytics,5999,,0,243,,
10/16/2024,Marketing,Digital Marketing,6999,33560,0,388,,
8/5/2023,Unknown,Equity Research,9999,,28075,332,23,
11/24/2024,Finance,Corporate Finance,11999,,27637,,41,98005
4/13/2023,Marketing,Digital Marketing,7999,,35119,223,40,
9/25/2024,Data,Data Analytics,7999,86794,28058,,109,
11/22/2024,Data,Sql Bootcamp,,,38476,,89,142228
1/19/2023,Unknown,Power Bi Mastery,6999,,30636,,56,
1/11/2023,Marketing,Brand Strategy,7999,,0,,68,
12/11/2023,Unknown,Data Analytics,7999,,0,445,,
6/10/2024,Data,Sql Bootcamp,9999,17969,0,457,,62605
6/28/2023,Marketing,Brand Strategy,9999,,37056,,,
11/5/2024,Unknown,Equity Research,,,0,,,171691
10/19/2024,Marketing,Brand Strategy,5999,,20248,,,
6/17/2023,Marketing,Brand Strategy,9999,,0,,31,
4/10/2023,Unknown,Equity Research,11999,29898,0,428,,
3/4/2024,Data,Sql Bootcamp,,,14785,,,77158
3/3/2023,Unknown,Digital Marketing,11999,,0,,34,174375
5/13/2024,Unknown,Performance Marketing,,,0,247,87,
4/1/2024,Finance,Equity Research,9999,,0,,11,
10/3/2023,Unknown,Financial Modeling,9999,,0,,44,
9/6/2024,Unknown,Data Analytics,7999,,35149,,46,
10/2/2023,Marketing,Digital Marketing,11999,5523,0,691,89,
9/2/2023,Finance,Equity Research,,,0,,,
8/12/2023,Unknown,Equity Research,5999,,0,,,
1/15/2023,Unknown,Digital Marketing,9999,,0,,77,165146
10/31/2024,Marketing,Digital Marketing,7999,,49134,,93,
10/17/2024,Marketing,Digital Marketing,7999,14699,0,,36,
3/4/2024,Unknown,Digital Marketing,5999,,0,,,
3/27/2023,Unknown,Brand Strategy,,,30852,,30,
7/4/2024,Unknown,Power Bi Mastery,6999,,0,139,,57999
2/23/2023,Finance,Financial Modeling,6999,,0,,,5563
4/3/2023,Marketing,Digital Marketing,11999,,19819,,108,
10/8/2023,Unknown,Performance Marketing,5999,75722,23682,,33,
7/14/2023,Marketing,Digital Marketing,5999,,47068,39,,
5/11/2024,Unknown,Corporate Finance,7999,,0,,101,
7/11/2023,Finance,Equity Research,9999,,45052,,,64104
6/14/2023,Unknown,Digital Marketing,,5757,0,,,
8/13/2024,Unknown,Corporate Finance,7999,,19954,483,,
8/27/2023,Finance,Financial Modeling,6999,78136,31668,,,121251
4/4/2023,Unknown,Financial Modeling,7999,,17663,,,
6/12/2023,Unknown,Sql Bootcamp,6999,,23698,528,111,
3/27/2023,Marketing,Digital Marketing,11999,44524,35245,,31,
10/29/2024,Unknown,Digital Marketing,7999,,0,,52,15385
7/12/2024,Unknown,Data Analytics,,,42710,,,
10/19/2024,Finance,Equity Research,9999,,42367,,,190762
2/24/2024,Unknown,Digital Marketing,7999,,8923,302,83,
8/8/2023,Marketing,Performance Marketing,7999,19997,0,499,,
10/22/2023,Data,Sql Bootcamp,7999,61282,0,210,,
5/26/2024,Unknown,Data Analytics,5999,79088,43613,,,
9/19/2023,Finance,Equity Research,6999,80733,29291,,61,
8/1/2023,Unknown,Sql Bootcamp,11999,,0,,,
9/22/2024,Unknown,Corporate Finance,,,0,436,55,
3/6/2023,Finance,Equity Research,9999,31599,0,331,,113067
3/20/2024,Marketing,Performance Marketing,9999,,0,357,,
5/24/2024,Data,Power Bi Mastery,,,0,,,
7/4/2023,Data,Data Analytics,6999,,0,,3,
11/2/2024,Finance,Equity Research,9999,,0,,,68032
2/22/2023,Unknown,Digital Marketing,11999,46098,0,,,
2/28/2023,Unknown,Sql Bootcamp,11999,,0,340,9,
11/21/2023,Unknown,Data Analytics,9999,,17118,,,44371
7/17/2024,Unknown,Brand Strategy,9999,,0,,,119123
8/28/2023,Unknown,Data Analytics,11999,,0,,,198851
9/13/2024,Data,Data Analytics,9999,88457,0,,,
8/7/2024,Unknown,Corporate Finance,5999,,5448,,16,
3/17/2024,Unknown,Sql Bootcamp,9999,,0,,,
10/1/2023,Marketing,Digital Marketing,9999,8538,0,,,128515
1/3/2023,Finance,Corporate Finance,5999,,0,619,,
6/6/2024,Data,Sql Bootcamp,7999,,11801,,1,
11/14/2023,Unknown,Equity Research,7999,,33247,,,
7/11/2024,Unknown,Equity Research,9999,83974,0,,47,
5/15/2024,Finance,Equity Research,6999,,0,,117,139015
10/10/2024,Data,Sql Bootcamp,5999,,0,202,13,
12/12/2024,Unknown,Financial Modeling,7999,45261,38664,,65,26874
12/30/2023,Unknown,Sql Bootcamp,7999,61179,0,,,
5/26/2024,Finance,Financial Modeling,6999,,0,787,64,
2/8/2024,Data,Sql Bootcamp,7999,,0,,,
10/18/2023,Unknown,Power Bi Mastery,,,0,,90,
9/5/2024,Unknown,Equity Research,7999,,18902,,,52740
1/13/2023,Unknown,Financial Modeling,9999,,0,,,
10/26/2023,Unknown,Data Analytics,7999,,0,,,
11/17/2024,Finance,Corporate Finance,9999,,0,242,23,
5/21/2023,Marketing,Performance Marketing,6999,,23647,,,
7/23/2024,Data,Data Analytics,5999,,0,,38,
1/24/2023,Unknown,Sql Bootcamp,9999,,0,,44,
11/27/2024,Unknown,Data Analytics,7999,,0,729,,
7/11/2024,Data,Sql Bootcamp,9999,42698,0,,,125665
8/31/2024,Unknown,Corporate Finance,5999,,43943,,,12048
10/7/2024,Unknown,Brand Strategy,,,0,,,
2/6/2024,Finance,Corporate Finance,6999,,0,,,120692
4/15/2023,Marketing,Performance Marketing,9999,,0,,47,
2/16/2023,Unknown,Equity Research,7999,,41705,,,
5/1/2024,Data,Data Analytics,9999,,41992,515,,
9/6/2024,Unknown,Brand Strategy,7999,,0,,2,189420
3/12/2023,Unknown,Brand Strategy,11999,,0,,,157862
9/27/2023,Data,Sql Bootcamp,9999,71988,0,,,
3/23/2023,Data,Sql Bootcamp,6999,,600,,85,
5/11/2023,Unknown,Sql Bootcamp,,,3797,,,
2/25/2024,Data,Power Bi Mastery,6999,,3513,,47,
5/26/2024,Unknown,Data Analytics,11999,37646,0,,10,45307
8/8/2024,Data,Data Analytics,9999,,0,,,
2/18/2024,Finance,Equity Research,7999,,33014,,,
9/11/2023,Data,Data Analytics,9999,43879,30099,,,
9/27/2024,Marketing,Performance Marketing,7999,,0,,68,51062
2/13/2024,Unknown,Digital Marketing,9999,,0,,,
9/1/2024,Marketing,Digital Marketing,,,1259,,,
9/3/2024,Finance,Financial Modeling,7999,6530,0,,49,
5/4/2023,Finance,Financial Modeling,5999,,33721,,42,
1/18/2024,Data,Power Bi Mastery,9999,,0,,42,
3/15/2023,Data,Power Bi Mastery,6999,,0,,,
6/12/2023,Data,Sql Bootcamp,9999,,0,641,,
2/12/2024,Unknown,Equity Research,7999,,0,611,,
4/6/2023,Marketing,Digital Marketing,7999,,4513,,2,5426
4/28/2024,Data,Sql Bootcamp,7999,82168,0,537,,
6/5/2024,Unknown,Corporate Finance,11999,,22882,,45,
4/15/2024,Finance,Equity Research,9999,40510,4720,,,
6/9/2023,Unknown,Corporate Finance,9999,,0,149,64,
12/1/2024,Finance,Equity Research,9999,,19093,171,71,
9/10/2023,Marketing,Brand Strategy,,68584,27316,,,
2/27/2024,Data,Data Analytics,5999,,0,,,
5/12/2024,Marketing,Performance Marketing,7999,8734,0,201,115,
7/15/2023,Data,Data Analytics,7999,,0,,,195410
12/3/2023,Data,Data Analytics,11999,5449,0,,29,
7/29/2023,Data,Power Bi Mastery,6999,37757,0,,,180035
3/17/2023,Data,Sql Bootcamp,,,0,,,45236
10/3/2023,Marketing,Digital Marketing,9999,,0,,25,
7/27/2023,Finance,Equity Research,,,0,690,,
9/9/2024,Finance,Corporate Finance,9999,,25401,486,,
4/20/2023,Marketing,Digital Marketing,5999,,10164,,,
12/14/2023,Marketing,Digital Marketing,9999,,0,,51,
11/10/2024,Finance,Equity Research,9999,,0,,5,
8/1/2024,Unknown,Data Analytics,6999,,45728,,100,28263
11/9/2024,Unknown,Digital Marketing,5999,,0,264,,
4/14/2024,Data,Data Analytics,7999,,0,,54,
12/23/2024,Unknown,Power Bi Mastery,9999,,0,741,20,18518
4/28/2024,Finance,Equity Research,9999,,0,,,
10/16/2023,Data,Data Analytics,7999,,0,,103,
2/7/2023,Finance,Equity Research,5999,,0,455,45,153942
4/13/2024,Marketing,Digital Marketing,7999,,33227,,,
3/25/2023,Unknown,Data Analytics,,,0,,,
3/22/2023,Marketing,Performance Marketing,5999,,0,482,98,
2/3/2023,Unknown,Digital Marketing,,41512,0,,6,
9/3/2023,Finance,Financial Modeling,9999,74898,0,,,105188
10/3/2024,Unknown,Sql Bootcamp,7999,,39114,,,
11/4/2024,Marketing,Performance Marketing,6999,77117,0,657,77,
1/11/2023,Finance,Financial Modeling,11999,65051,36983,353,38,
3/1/2024,Finance,Equity Research,7999,,0,,50,
5/17/2023,Marketing,Digital Marketing,,57758,0,,54,
12/22/2024,Data,Data Analytics,5999,,0,,,
6/15/2023,Finance,Financial Modeling,9999,56687,15667,198,58,
11/2/2023,Marketing,Brand Strategy,7999,19587,0,,,
6/19/2023,Marketing,Performance Marketing,5999,,0,,30,
4/14/2024,Unknown,Data Analytics,,,0,176,75,
6/9/2024,Unknown,Equity Research,6999,,12925,,,
8/4/2023,Data,Data Analytics,7999,,0,,59,
11/12/2023,Data,Data Analytics,6999,,38560,,,56654
3/15/2023,Unknown,Financial Modeling,7999,33804,0,752,,57356
7/12/2023,Data,Power Bi Mastery,11999,18234,40027,574,3,
8/27/2024,Unknown,Digital Marketing,7999,24332,27916,,60,94730
4/9/2023,Finance,Corporate Finance,5999,,0,,45,
12/17/2023,Finance,Corporate Finance,7999,,31093,443,17,144020
9/16/2023,Unknown,Brand Strategy,7999,85883,0,,9,
11/13/2024,Finance,Equity Research,5999,68469,0,,,170063
8/27/2024,Finance,Equity Research,9999,,0,315,,72178
4/28/2024,Unknown,Brand Strategy,6999,18698,6007,,,8360
12/12/2023,Marketing,Brand Strategy,,,0,,,
1/29/2023,Unknown,Digital Marketing,7999,,0,,,
12/13/2024,Unknown,Equity Research,9999,,0,,,76342
7/23/2023,Unknown,Digital Marketing,7999,,0,,31,188232
10/27/2023,Unknown,Sql Bootcamp,5999,78408,0,,73,29178
7/30/2023,Unknown,Sql Bootcamp,7999,59105,23225,,46,
2/12/2024,Data,Sql Bootcamp,11999,66783,7853,81,,
8/12/2023,Unknown,Financial Modeling,6999,,0,,,
6/13/2023,Marketing,Digital Marketing,6999,47145,0,,,
12/24/2024,Finance,Financial Modeling,9999,,0,,,
9/22/2023,Data,Data Analytics,,,0,659,,
6/26/2023,Unknown,Digital Marketing,9999,,0,53,91,
3/1/2023,Marketing,Brand Strategy,7999,65728,0,,,
3/10/2024,Unknown,Corporate Finance,9999,,0,60,,61408
2/21/2024,Marketing,Digital Marketing,9999,,16668,,,161260
2/10/2024,Marketing,Digital Marketing,5999,60134,0,,,110427
4/19/2024,Data,Data Analytics,5999,,0,,,
11/11/2023,Data,Sql Bootcamp,7999,12671,42121,,,184656
4/9/2024,Unknown,Power Bi Mastery,6999,,3311,,,
5/17/2024,Unknown,Equity Research,7999,,0,,,132106
2/11/2024,Finance,Corporate Finance,7999,,0,725,51,
6/18/2023,Unknown,Data Analytics,11999,22807,19848,,,
9/10/2024,Unknown,Sql Bootcamp,7999,,0,,,
8/7/2023,Data,Sql Bootcamp,9999,15407,0,,,175210
4/17/2024,Unknown,Brand Strategy,,,0,,,123282
3/4/2024,Data,Power Bi Mastery,9999,83404,0,327,,
3/4/2023,Marketing,Digital Marketing,7999,,0,,,169969
8/16/2024,Data,Power Bi Mastery,11999,,0,,71,
2/26/2023,Marketing,Brand Strategy,7999,36534,0,,82,
9/19/2023,Finance,Equity Research,11999,47759,25348,,97,
7/5/2024,Finance,Equity Research,7999,55654,0,,,167528
2/15/2023,Unknown,Corporate Finance,9999,82268,0,,,
3/11/2024,Unknown,Brand Strategy,9999,,37089,,,
7/1/2023,Data,Sql Bootcamp,5999,,44787,,85,
9/19/2023,Unknown,Data Analytics,11999,,0,,49,
5/24/2024,Finance,Equity Research,9999,,5628,,101,
2/14/2023,Unknown,Equity Research,5999,,0,,,139907
3/8/2024,Unknown,Financial Modeling,7999,,46685,,78,
12/23/2023,Data,Data Analytics,,14611,0,263,,
6/21/2023,Finance,Financial Modeling,7999,,0,,64,
8/12/2023,Data,Sql Bootcamp,9999,,0,,17,78233
1/16/2024,Marketing,Digital Marketing,6999,,0,,87,
7/19/2024,Unknown,Equity Research,7999,,0,,5,
8/21/2024,Unknown,Brand Strategy,11999,,0,644,25,
7/31/2024,Unknown,Financial Modeling,6999,59615,0,,,
2/29/2024,Unknown,Equity Research,9999,,0,,,
11/1/2024,Marketing,Digital Marketing,9999,,0,,77,68422
1/6/2023,Unknown,Data Analytics,9999,21384,15803,,,36799
8/6/2024,Finance,Equity Research,5999,,0,,78,166939
7/10/2024,Marketing,Digital Marketing,9999,63045,0,,66,
4/12/2023,Data,Sql Bootcamp,6999,,0,,,
1/20/2024,Finance,Corporate Finance,5999,36878,42311,,25,
1/13/2024,Finance,Corporate Finance,7999,,0,,41,
5/11/2024,Unknown,Equity Research,9999,,0,,57,84815
4/19/2023,Unknown,Sql Bootcamp,,32061,0,,22,100841
12/8/2023,Data,Sql Bootcamp,9999,,9974,243,1,
12/22/2023,Marketing,Performance Marketing,7999,70898,14408,249,42,
2/6/2024,Unknown,Equity Research,7999,,0,61,,
10/29/2023,Unknown,Sql Bootcamp,9999,,0,797,61,
11/4/2023,Finance,Corporate Finance,,40885,0,61,57,76066
6/15/2023,Unknown,Digital Marketing,9999,,0,,70,
4/28/2023,Unknown,Sql Bootcamp,9999,57298,0,,,
9/6/2024,Unknown,Brand Strategy,6999,49699,0,,69,
2/28/2023,Unknown,Equity Research,,62729,0,,,
11/17/2023,Unknown,Equity Research,7999,,0,,82,
10/15/2024,Finance,Equity Research,11999,,0,,93,
7/20/2023,Finance,Financial Modeling,,36794,0,,,
8/20/2024,Data,Sql Bootcamp,9999,,0,,,
8/10/2023,Unknown,Data Analytics,6999,,0,,50,
2/27/2023,Marketing,Digital Marketing,7999,35589,0,440,,
9/24/2023,Unknown,Data Analytics,7999,20834,0,,,
5/12/2024,Finance,Corporate Finance,9999,12356,0,,,
1/30/2024,Marketing,Brand Strategy,7999,,0,,91,
3/28/2023,Data,Power Bi Mastery,9999,54869,1850,,,
8/22/2024,Data,Power Bi Mastery,,,0,,,
12/12/2023,Data,Power Bi Mastery,11999,48121,2187,,66,28623
7/17/2024,Data,Sql Bootcamp,6999,,37882,,,
8/1/2024,Unknown,Equity Research,11999,64912,25933,,85,
9/23/2024,Data,Data Analytics,9999,,6021,197,35,
5/13/2024,Unknown,Brand Strategy,5999,,1937,,18,
9/11/2023,Marketing,Brand Strategy,9999,8678,0,,89,
6/1/2024,Unknown,Digital Marketing,11999,,0,,61,
7/5/2023,Marketing,Brand Strategy,9999,,5916,276,,44859
4/23/2024,Unknown,Corporate Finance,9999,,0,,90,
2/3/2023,Marketing,Digital Marketing,11999,,5898,,,168224
7/12/2024,Finance,Equity Research,11999,71604,0,,110,
9/2/2023,Marketing,Digital Marketing,6999,,0,,,68600
5/15/2024,Unknown,Equity Research,,,0,,48,
2/26/2023,Data,Power Bi Mastery,9999,88189,0,,38,
3/10/2023,Unknown,Data Analytics,9999,72073,0,,34,
8/1/2023,Finance,Equity Research,11999,,0,,,
8/1/2023,Finance,Equity Research,6999,82854,47417,,,
8/19/2024,Data,Sql Bootcamp,5999,73260,23801,,12,
1/27/2024,Data,Sql Bootcamp,7999,,0,,,
3/24/2024,Unknown,Power Bi Mastery,7999,,0,,37,
6/2/2024,Finance,Financial Modeling,7999,,0,642,74,
2/29/2024,Unknown,Digital Marketing,7999,,0,,108,
10/21/2024,Unknown,Digital Marketing,,24406,0,468,,
2/9/2023,Unknown,Digital Marketing,6999,49370,0,,23,186407
12/8/2024,Unknown,Sql Bootcamp,11999,,0,,100,195274
7/25/2023,Finance,Equity Research,7999,,32207,,83,64670
5/18/2024,Data,Sql Bootcamp,7999,,25256,340,5,
12/4/2024,Unknown,Power Bi Mastery,11999,,0,,,
5/9/2024,Marketing,Digital Marketing,11999,,0,508,18,
2/20/2023,Data,Data Analytics,9999,,16798,,,
10/17/2023,Unknown,Digital Marketing,6999,72845,302,,93,45895
2/13/2023,Marketing,Digital Marketing,7999,31715,42146,,75,
3/1/2024,Data,Sql Bootcamp,7999,,0,663,,
6/24/2024,Finance,Corporate Finance,9999,44849,0,,,
8/20/2024,Marketing,Digital Marketing,6999,,0,,,139574
12/15/2024,Finance,Equity Research,,35758,0,,73,
9/29/2024,Finance,Equity Research,7999,83116,0,,,117673
6/12/2024,Marketing,Digital Marketing,9999,51830,24315,,69,
1/11/2024,Marketing,Performance Marketing,7999,41064,30189,,,
9/4/2023,Finance,Equity Research,,28661,20763,113,36,
6/27/2023,Unknown,Equity Research,9999,,0,426,,124241
7/23/2024,Unknown,Sql Bootcamp,7999,56396,28137,436,,149184
12/29/2023,Finance,Equity Research,5999,42455,46314,,12,
11/17/2024,Data,Data Analytics,11999,,16843,,70,97390
6/2/2023,Unknown,Equity Research,7999,,30043,438,73,33392
5/3/2024,Unknown,Sql Bootcamp,6999,,0,,103,73336
12/12/2024,Finance,Equity Research,7999,,20975,,,
10/6/2024,Marketing,Digital Marketing,9999,,1536,343,44,
11/28/2024,Data,Power Bi Mastery,11999,,11589,,,
4/30/2023,Data,Power Bi Mastery,7999,,0,,56,
8/11/2024,Unknown,Sql Bootcamp,11999,,41226,,,
10/12/2024,Unknown,Sql Bootcamp,9999,,0,,70,
2/27/2023,Finance,Financial Modeling,9999,,0,,,
3/12/2023,Unknown,Power Bi Mastery,9999,18711,0,,,
11/1/2024,Unknown,Sql Bootcamp,7999,,0,26,,31833
3/11/2024,Unknown,Sql Bootcamp,7999,,0,,23,
12/16/2024,Unknown,Brand Strategy,7999,,0,,,
10/28/2024,Data,Power Bi Mastery,7999,,0,,,
8/25/2024,Finance,Equity Research,9999,,0,,48,
11/25/2024,Finance,Financial Modeling,9999,14625,0,,59,
4/23/2023,Marketing,Performance Marketing,11999,,0,31,,
4/10/2024,Unknown,Sql Bootcamp,6999,,0,,8,
12/31/2024,Finance,Equity Research,9999,,0,601,,91269
1/17/2024,Marketing,Brand Strategy,9999,,0,,,125039
11/8/2024,Unknown,Sql Bootcamp,7999,25894,0,,93,
5/22/2023,Unknown,Financial Modeling,7999,56588,0,337,,112276
3/4/2024,Marketing,Performance Marketing,7999,,0,397,,176263
4/12/2024,Unknown,Digital Marketing,11999,14253,0,733,,
9/11/2023,Finance,Equity Research,7999,18104,0,,,
4/2/2023,Finance,Equity Research,11999,,13206,,2,
10/23/2024,Unknown,Sql Bootcamp,11999,,0,,27,116921
2/8/2023,Marketing,Digital Marketing,7999,,23936,,,
8/2/2024,Marketing,Digital Marketing,9999,,18331,,61,162909
2/14/2024,Unknown,Power Bi Mastery,9999,81485,0,739,10,19809
6/12/2023,Finance,Equity Research,9999,9947,0,51,,
3/9/2024,Unknown,Data Analytics,,,0,464,70,
12/21/2023,Finance,Corporate Finance,7999,,0,352,96,
3/8/2023,Unknown,Financial Modeling,7999,,0,,58,
12/21/2023,Unknown,Equity Research,9999,,0,,9,171954
12/5/2023,Data,Power Bi Mastery,5999,,0,,,
3/13/2024,Finance,Equity Research,11999,,0,,,32838
11/8/2024,Unknown,Data Analytics,7999,,0,,82,
8/12/2023,Data,Sql Bootcamp,6999,61725,0,,,
7/6/2023,Unknown,Sql Bootcamp,7999,,41775,,,
5/1/2024,Unknown,Performance Marketing,7999,,45567,229,,
5/6/2023,Unknown,Brand Strategy,11999,,0,398,,
6/25/2024,Marketing,Performance Marketing,9999,3950,0,,11,
9/27/2023,Finance,Equity Research,5999,,0,,59,8014
9/11/2023,Unknown,Digital Marketing,7999,,40128,,,8498
6/1/2023,Unknown,Power Bi Mastery,5999,81469,0,,107,
6/8/2023,Data,Data Analytics,7999,,22918,,9,133789
5/28/2023,Marketing,Performance Marketing,,,15549,768,,95591
4/12/2023,Unknown,Equity Research,6999,81607,0,,118,39772
11/21/2024,Finance,Financial Modeling,9999,,0,333,14,121496
11/24/2023,Data,Sql Bootcamp,9999,89835,0,480,,
1/25/2023,Unknown,Data Analytics,9999,43055,0,,104,
12/12/2024,Marketing,Digital Marketing,6999,75088,0,,,
1/17/2023,Unknown,Digital Marketing,5999,,0,,18,
12/16/2023,Unknown,Brand Strategy,6999,19709,0,504,,
12/19/2024,Finance,Financial Modeling,5999,,0,,,
7/4/2023,Finance,Equity Research,11999,8559,44676,427,23,
5/18/2024,Data,Data Analytics,11999,,0,,108,
8/18/2023,Unknown,Performance Marketing,9999,,0,,,90416
12/8/2023,Unknown,Corporate Finance,5999,,45769,,99,150473
10/11/2023,Marketing,Digital Marketing,7999,10541,9762,,,
5/23/2023,Finance,Financial Modeling,11999,,0,,,
